V,Np,B,Tp,Texp/Tp,Pdyn,logBeta,B_rms,Time
410.29077,4.8,4.4019313,45622.0,1.0780416,1.62,0.25285304,0.02,2016-03-13 21:20:00
409.7672,4.81,4.454324,47938.0,1.0218887,1.61,0.24303806,0.05,2016-03-13 21:25:00
410.3007,4.52,4.5389533,44760.0,1.0988853,1.52,0.1903317,0.05,2016-03-13 21:30:00
408.82437,4.81,4.3175573,50894.0,0.9556582,1.61,0.22010809,0.06,2016-03-13 21:35:00
412.52243,5.18,4.0570555,45369.0,1.1025144,1.77,0.23299614,0.02,2016-03-13 21:40:00
413.61472,5.7,4.3728366,45659.0,1.1045669,1.95,0.2922561,0.02,2016-03-13 21:45:00
413.3936,5.91,4.574385,43198.0,1.1655526,2.02,0.30103,0.01,2016-03-13 21:50:00
414.69296,5.87,4.5960307,43418.0,1.1710314,2.02,0.2988531,0.04,2016-03-13 21:55:00
416.41656,5.98,4.6002173,44307.0,1.162448,2.07,0.30535138,0.04,2016-03-13 22:00:00
417.5242,5.86,4.7422676,42008.0,1.2362468,2.04,0.26481783,0.04,2016-03-13 22:05:00
416.55435,5.83,4.70017,43036.0,1.1980124,2.02,0.26717174,0.05,2016-03-13 22:10:00
414.41077,5.66,4.761953,39178.0,1.2950177,1.94,0.23804612,0.01,2016-03-13 22:15:00
414.01913,5.7,4.7502,39424.0,1.283155,1.95,0.24551268,0.04,2016-03-13 22:20:00
414.4292,5.79,4.626424,41479.0,1.2233478,1.99,0.28103337,0.06,2016-03-13 22:25:00
413.87213,5.67,4.7839003,38453.0,1.314103,1.94,0.23552847,0.01,2016-03-13 22:30:00
414.05435,5.64,4.8021455,37639.0,1.3443635,1.93,0.22530928,0.03,2016-03-13 22:35:00
413.347,5.69,4.8028326,37452.0,1.3439033,1.95,0.23044895,0.02,2016-03-13 22:40:00
413.30835,5.72,4.7920246,38668.0,1.3012627,1.95,0.23804612,0.04,2016-03-13 22:45:00
413.7683,5.79,4.7784204,39839.0,1.2673949,1.98,0.24797328,0.05,2016-03-13 22:50:00
414.0105,5.87,4.7461667,41208.0,1.227524,2.01,0.26481783,0.07,2016-03-13 22:55:00
