V,Np,B,Tp,Texp/Tp,Pdyn,logBeta,B_rms,Time
373.2626,15.57,6.038907,30977.0,1.182761,4.34,0.42813483,0.1,2023-10-20 10:05:00
373.832,16.02,5.9733157,28855.0,1.2757807,4.48,0.46834734,0.04,2023-10-20 10:10:00
370.42203,18.38,5.8339524,37812.0,0.94619083,5.05,0.56229293,0.04,2023-10-20 10:20:00
370.44614,17.58,5.7921414,36631.0,0.9768944,4.83,0.53907615,0.07,2023-10-20 10:25:00
370.88266,16.28,5.950143,30760.0,1.1676219,4.48,0.48429987,0.14,2023-10-20 10:30:00
373.5333,16.0,5.768397,26358.0,1.3931694,4.46,0.48572144,0.1,2023-10-20 10:35:00
371.7731,16.0,5.9962406,26413.0,1.3699754,4.42,0.4502491,0.31,2023-10-20 10:40:00
372.5765,15.61,5.918522,28920.0,1.2596524,4.33,0.42813483,0.07,2023-10-20 10:45:00
373.54733,15.74,6.096704,31919.0,1.1505829,4.39,0.4424798,0.28,2023-10-20 10:50:00
375.58438,14.96,6.9749694,25171.0,1.4839501,4.22,0.28780174,0.05,2023-10-20 10:55:00
376.12234,14.61,6.960553,21156.0,1.7734594,4.13,0.26717174,0.07,2023-10-20 11:00:00
374.90332,14.8,7.024429,20706.0,1.7937825,4.16,0.26717174,0.02,2023-10-20 11:05:00
374.5329,15.11,7.028101,21485.0,1.7234321,4.24,0.2764618,0.03,2023-10-20 11:10:00
373.25613,15.39,6.8279276,21483.0,1.7053673,4.29,0.2922561,0.05,2023-10-20 11:15:00
372.7969,16.39,6.6717386,23959.0,1.5232804,4.56,0.372912,0.07,2023-10-20 11:20:00
371.8807,17.07,6.334051,25370.0,1.427583,4.73,0.4297523,0.06,2023-10-20 11:25:00
371.70245,16.53,6.4350915,24770.0,1.4599823,4.57,0.39619938,0.14,2023-10-20 11:30:00
370.02682,15.33,6.9929748,23009.0,1.5497706,4.2,0.29003462,0.11,2023-10-20 11:35:00
370.1058,16.22,6.726291,23005.0,1.5510703,4.44,0.35602587,0.06,2023-10-20 11:40:00
371.00626,16.2,6.3803215,20162.0,1.7832221,4.46,0.35602587,0.32,2023-10-20 11:45:00
370.81305,19.15,6.105457,15712.0,2.284564,5.27,0.47421628,0.12,2023-10-20 11:50:00
370.2804,19.87,6.271866,14688.0,2.432925,5.45,0.46982205,0.17,2023-10-20 11:55:00
370.2728,18.0,6.0978274,15950.0,2.2402833,4.94,0.36921585,0.33,2023-10-20 12:00:00
368.32098,13.49,7.677591,22471.0,1.5642129,3.66,0.1492191,0.18,2023-10-20 12:05:00
368.23703,11.27,8.286398,18685.0,1.8798227,3.06,0.00432137,0.25,2023-10-20 12:10:00
368.9541,19.8,5.208541,17653.0,2.0018044,5.39,0.5728716,0.83,2023-10-20 12:15:00
369.50656,22.64,4.635235,18643.0,1.9043522,6.18,0.67302096,0.51,2023-10-20 12:20:00
365.69763,18.8,6.6613135,20075.0,1.7123752,5.03,0.41497335,0.3,2023-10-20 12:25:00
363.9832,15.31,7.4125633,22594.0,1.4993682,4.06,0.22271647,0.17,2023-10-20 12:30:00
361.3962,13.76,8.2426815,23793.0,1.392544,3.6,0.10380372,0.19,2023-10-20 12:35:00
360.39902,11.89,8.250533,20700.0,1.5869097,3.09,0.02118928,0.27,2023-10-20 12:40:00
360.39868,15.47,8.067893,21613.0,1.5198692,4.02,0.16731733,0.05,2023-10-20 12:45:00
362.03986,14.73,8.026163,21383.0,1.5580994,3.86,0.14612804,0.06,2023-10-20 12:50:00
367.96884,16.16,7.6291614,25153.0,1.3932698,4.37,0.24303806,0.17,2023-10-20 12:55:00
363.73575,17.1,7.3558207,23016.0,1.4687642,4.53,0.30103,0.1,2023-10-20 13:00:00
363.4489,18.58,6.961214,23116.0,1.4588233,4.91,0.372912,0.06,2023-10-20 13:05:00
367.9546,21.22,5.7118645,21255.0,1.6485858,5.76,0.5820634,0.48,2023-10-20 13:10:00
368.10287,16.76,7.204249,19206.0,1.8267555,4.54,0.37106785,1.21,2023-10-20 13:15:00
367.6081,8.74,9.284061,17128.0,2.039822,2.36,-0.21467017,0.08,2023-10-20 13:20:00
368.3394,9.73,9.172508,18396.0,1.9110074,2.64,-0.14874166,0.11,2023-10-20 13:25:00
368.14832,10.12,9.255539,18954.0,1.8517547,2.74,-0.12493874,0.14,2023-10-20 13:30:00
365.83258,8.26,9.3512945,18718.0,1.8386279,2.21,-0.23657204,0.17,2023-10-20 13:40:00
363.17252,8.19,9.299387,18740.0,1.7952187,2.16,-0.23657204,0.29,2023-10-20 13:45:00
366.2905,7.02,9.763837,15646.0,2.2082143,1.88,-0.35654733,0.01,2023-10-20 13:50:00
365.59982,7.16,9.739754,14505.0,2.3679643,1.91,-0.3467875,0.02,2023-10-20 13:55:00
365.32474,7.61,9.717602,17484.0,1.9599023,2.03,-0.30980393,0.01,2023-10-20 14:00:00
360.05252,8.47,9.30589,23573.0,1.3893359,2.2,-0.20760833,0.01,2023-10-20 14:10:00
358.79327,8.43,9.263957,23782.0,1.3621882,2.17,-0.20760833,0.03,2023-10-20 14:15:00
363.27106,8.77,9.106629,26222.0,1.2840677,2.31,-0.1674911,0.06,2023-10-20 14:20:00
363.07785,9.3,8.985177,26351.0,1.2756673,2.45,-0.13076828,0.03,2023-10-20 14:25:00
363.07272,9.57,9.164104,25674.0,1.3092477,2.52,-0.13667715,0.01,2023-10-20 14:35:00
363.2112,9.23,9.149011,24568.0,1.3698128,2.44,-0.15490197,0.05,2023-10-20 14:50:00
362.33633,8.98,9.259185,25752.0,1.2970585,2.36,-0.17392519,0.09,2023-10-20 14:55:00
366.02206,8.46,9.31897,25720.0,1.3402395,2.27,-0.21467017,0.07,2023-10-20 15:00:00
364.22772,7.58,9.329271,25774.0,1.3171269,2.01,-0.26760623,0.1,2023-10-20 15:05:00
363.20795,7.89,9.448857,29287.0,1.1490633,2.08,-0.25181198,0.1,2023-10-20 15:10:00
362.3305,8.06,9.551974,31034.0,1.0762445,2.11,-0.22914802,0.05,2023-10-20 15:15:00
362.1939,7.18,9.52492,27840.0,1.1983116,1.88,-0.30103,0.11,2023-10-20 15:20:00
361.63168,9.53,9.021148,32371.0,1.0256109,2.49,-0.10790541,0.05,2023-10-20 15:25:00
359.15247,9.68,9.031877,36392.0,0.8929608,2.5,-0.09151498,0.08,2023-10-20 15:30:00
358.60498,8.26,9.329491,27863.0,1.1607748,2.12,-0.21467017,0.08,2023-10-20 15:35:00
358.73837,7.69,9.506956,24033.0,1.3473196,1.98,-0.26760623,0.02,2023-10-20 15:40:00
356.14383,7.8,9.586844,23051.0,1.3733315,1.98,-0.26760623,0.09,2023-10-20 15:45:00
357.75864,7.14,9.715369,22381.0,1.4345043,1.83,-0.3187588,0.01,2023-10-20 15:50:00
357.2557,6.76,9.718715,25425.0,1.2572409,1.73,-0.3467875,0.05,2023-10-20 16:00:00
358.0254,7.72,9.630992,21442.0,1.500803,1.98,-0.2839967,0.03,2023-10-20 16:10:00
358.82584,7.96,9.625035,22852.0,1.4180255,2.05,-0.26760623,0.03,2023-10-20 16:15:00
360.63916,8.5,9.53924,21513.0,1.5301081,2.21,-0.23657204,0.06,2023-10-20 16:20:00
361.9984,7.94,9.646243,21355.0,1.5595866,2.08,-0.27572417,0.04,2023-10-20 16:25:00
359.4844,7.78,9.656117,21788.0,1.4957871,2.01,-0.2839967,0.08,2023-10-20 16:30:00
356.8278,7.27,9.655682,22747.0,1.400022,1.85,-0.30980393,0.03,2023-10-20 16:35:00
358.87448,7.8,9.625929,22268.0,1.4558285,2.01,-0.27572417,0.03,2023-10-20 16:40:00
359.58807,8.19,9.489058,23526.0,1.386529,2.12,-0.24412516,0.03,2023-10-20 16:45:00
360.70068,8.22,9.499863,23479.0,1.40273,2.14,-0.24412516,0.02,2023-10-20 16:50:00
357.12714,7.41,9.570627,30034.0,1.0631133,1.89,-0.27572417,0.06,2023-10-20 16:55:00
357.7916,7.76,9.561313,33044.0,0.9718812,1.99,-0.24412516,0.05,2023-10-20 17:00:00
357.59308,6.96,9.674839,36315.0,0.8828146,1.78,-0.29242983,0.03,2023-10-20 17:05:00
357.70276,7.25,9.552146,38332.0,0.83716035,1.85,-0.25181198,0.06,2023-10-20 17:10:00
362.02768,8.31,9.183354,39196.0,0.84991705,2.18,-0.18045606,0.05,2023-10-20 17:15:00
364.7996,8.27,9.4296665,35900.0,0.9502456,2.2,-0.20065947,0.07,2023-10-20 17:20:00
364.49985,7.69,9.457579,36513.0,0.9319047,2.04,-0.22914802,0.02,2023-10-20 17:25:00
363.93036,7.84,9.30624,40250.0,0.8412775,2.08,-0.20065947,0.08,2023-10-20 17:30:00
363.97223,8.4,9.2649555,40552.0,0.8353113,2.23,-0.16115092,0.03,2023-10-20 17:35:00
365.78278,8.55,9.297494,40158.0,0.8566378,2.29,-0.16115092,0.02,2023-10-20 17:40:00
358.52042,7.91,9.400756,39601.0,0.81611395,2.03,-0.20065947,0.02,2023-10-20 17:45:00
358.67673,7.88,9.280221,39993.0,0.8092121,2.03,-0.19382004,0.06,2023-10-20 17:50:00
358.2431,7.98,9.241325,39612.0,0.8139245,2.05,-0.18708667,0.01,2023-10-20 17:55:00
359.8747,7.98,9.237522,38119.0,0.85785276,2.07,-0.18708667,0.02,2023-10-20 18:00:00
360.79233,7.98,9.261258,38141.0,0.8641817,2.08,-0.19382004,0.07,2023-10-20 18:05:00
358.43356,7.96,9.250536,37360.0,0.8644154,2.04,-0.19382004,0.02,2023-10-20 18:10:00
356.8191,7.77,9.287566,37198.0,0.85606444,1.98,-0.20760833,0.04,2023-10-20 18:15:00
356.93256,8.1,9.220488,36587.0,0.87122273,2.07,-0.18708667,0.03,2023-10-20 18:20:00
356.8864,7.9,9.219566,38430.0,0.8291073,2.01,-0.20065947,0.04,2023-10-20 18:25:00
356.24686,8.0,9.099088,42492.0,0.74567413,2.03,-0.1674911,0.08,2023-10-20 18:30:00
355.89755,7.92,9.143621,41274.0,0.7653383,2.01,-0.17392519,0.04,2023-10-20 18:35:00
354.87314,7.18,9.146294,22727.0,1.3774976,1.81,-0.3187588,0.14,2023-10-20 18:40:00
355.30597,7.15,9.707101,19997.0,1.5715059,1.81,-0.32790217,0.04,2023-10-20 18:45:00
354.12006,7.52,9.625368,19911.0,1.5619524,1.89,-0.30103,0.03,2023-10-20 18:50:00
353.63895,6.92,9.785622,19083.0,1.6228415,1.73,-0.35654733,0.08,2023-10-20 18:55:00
354.57504,6.81,9.862292,18142.0,1.7211217,1.71,-0.36653155,0.03,2023-10-20 19:00:00
352.08743,7.6,9.693482,19317.0,1.5813886,1.89,-0.30103,0.07,2023-10-20 19:05:00
353.71533,7.14,9.7106285,22564.0,1.3734053,1.79,-0.3187588,0.03,2023-10-20 19:10:00
352.5549,7.73,9.747748,18839.0,1.6282246,1.92,-0.30103,0.01,2023-10-20 19:15:00
355.0302,8.02,9.640067,19365.0,1.6188765,2.02,-0.27572417,0.04,2023-10-20 19:20:00
357.27264,7.73,9.684389,19245.0,1.661214,1.97,-0.30103,0.02,2023-10-20 19:25:00
357.33203,7.13,9.648264,16272.0,1.9657453,1.82,-0.3467875,0.01,2023-10-20 19:30:00
352.14304,8.19,9.651637,21299.0,1.4349362,2.03,-0.25963733,0.01,2023-10-20 19:35:00
354.0335,7.73,9.679825,18829.0,1.6504529,1.93,-0.30103,0.01,2023-10-20 19:40:00
354.19284,7.56,9.728818,19512.0,1.5949128,1.9,-0.30980393,0.04,2023-10-20 19:45:00
350.7996,6.93,9.80025,18766.0,1.6093569,1.7,-0.35654733,0.06,2023-10-20 19:50:00
346.3527,7.35,9.798715,18570.0,1.5630202,1.76,-0.32790217,0.06,2023-10-20 19:55:00
349.17712,8.25,9.624806,19050.0,1.5626503,2.01,-0.26760623,0.03,2023-10-20 20:00:00
351.51303,8.4,9.735147,17691.0,1.7179817,2.08,-0.25963733,0.08,2023-10-20 20:05:00
352.51465,7.76,9.782628,16603.0,1.8468482,1.93,-0.30980393,0.07,2023-10-20 20:10:00
352.7352,7.78,9.800919,15665.0,1.96125,1.94,-0.3187588,0.03,2023-10-20 20:15:00
351.8184,8.06,9.729178,17200.0,1.7718072,2.0,-0.29242983,0.02,2023-10-20 20:20:00
347.217,8.4,9.672916,19322.0,1.5138887,2.02,-0.25963733,0.05,2023-10-20 20:25:00
343.1998,8.28,9.599594,20242.0,1.3936691,1.95,-0.25963733,0.03,2023-10-20 20:30:00
346.7972,8.07,9.62025,19780.0,1.4732764,1.94,-0.26760623,0.04,2023-10-20 20:35:00
345.086,8.06,9.577432,18982.0,1.5117538,1.92,-0.26760623,0.03,2023-10-20 20:40:00
343.0797,8.12,9.633576,19200.0,1.4677047,1.91,-0.26760623,0.01,2023-10-20 20:45:00
344.19534,8.37,9.580762,18784.0,1.5154481,1.98,-0.25181198,0.01,2023-10-20 20:50:00
346.8954,8.35,9.6285515,18339.0,1.590441,2.01,-0.25963733,0.02,2023-10-20 21:00:00
344.67517,8.32,9.57468,17424.0,1.6408341,1.98,-0.25963733,0.01,2023-10-20 21:05:00
342.0838,8.3,9.592716,17176.0,1.6258768,1.94,-0.25963733,0.02,2023-10-20 21:10:00
343.13907,8.28,9.6363945,17739.0,1.589442,1.95,-0.26760623,0.02,2023-10-20 21:15:00
344.2345,7.9,9.684141,16474.0,1.7285576,1.87,-0.29242983,0.01,2023-10-20 21:20:00
343.9598,8.07,9.643304,17088.0,1.6623117,1.91,-0.27572417,0.02,2023-10-20 21:25:00
343.42603,8.26,9.633389,16771.0,1.685563,1.95,-0.26760623,0.03,2023-10-20 21:30:00
345.42365,8.61,9.611192,16873.0,1.7058972,2.06,-0.25181198,0.01,2023-10-20 21:35:00
345.99332,8.69,9.596421,16962.0,1.7056736,2.08,-0.24412516,0.02,2023-10-20 21:40:00
345.4897,8.73,9.555072,16392.0,1.7569996,2.08,-0.23657204,0.01,2023-10-20 21:45:00
345.98425,8.9,9.525571,16604.0,1.7423079,2.13,-0.22914802,0.01,2023-10-20 21:50:00
345.75504,8.73,9.525492,16272.0,1.7741923,2.08,-0.23657204,0.01,2023-10-20 21:55:00
345.7489,8.8,9.503136,16530.0,1.7464039,2.1,-0.23657204,0.01,2023-10-20 22:00:00
345.614,8.27,9.498368,15651.0,1.8422475,1.98,-0.25963733,0.02,2023-10-20 22:05:00
344.8945,8.65,9.476861,17506.0,1.6363854,2.06,-0.23657204,0.01,2023-10-20 22:10:00
343.43445,8.27,9.473067,16063.0,1.7599908,1.95,-0.25963733,0.02,2023-10-20 22:15:00
343.25528,8.28,9.499611,16167.0,1.7458309,1.95,-0.25963733,0.03,2023-10-20 22:20:00
342.38074,7.92,9.517063,15878.0,1.7635467,1.86,-0.2839967,0.01,2023-10-20 22:25:00
339.14023,7.95,9.4688225,16616.0,1.6360611,1.83,-0.27572417,0.02,2023-10-20 22:30:00
337.9358,7.79,9.476819,15682.0,1.7144096,1.78,-0.2839967,0.01,2023-10-20 22:35:00
339.5136,7.76,9.448671,16184.0,1.6854961,1.79,-0.2839967,0.01,2023-10-20 22:40:00
341.3471,7.97,9.415248,16438.0,1.6875093,1.86,-0.26760623,0.03,2023-10-20 22:45:00
340.76205,8.26,9.377382,16804.0,1.6419624,1.92,-0.24412516,0.01,2023-10-20 22:50:00
340.7785,8.4,9.342922,15344.0,1.7984674,1.95,-0.24412516,0.04,2023-10-20 22:55:00
341.24222,8.44,9.35394,14288.0,1.9395819,1.97,-0.24412516,0.03,2023-10-20 23:00:00
340.23764,8.41,9.359669,13855.0,1.9819247,1.95,-0.24412516,0.06,2023-10-20 23:05:00
338.14636,7.71,9.366429,12205.0,2.2070923,1.76,-0.29242983,0.01,2023-10-20 23:10:00
335.4357,8.39,9.311557,12579.0,2.0884824,1.89,-0.24412516,0.02,2023-10-20 23:15:00
333.94348,8.6,9.3213415,12887.0,2.0104687,1.92,-0.23657204,0.05,2023-10-20 23:20:00
334.7432,8.19,9.433647,12550.0,2.0798843,1.84,-0.26760623,0.01,2023-10-20 23:25:00
333.5818,8.51,9.38779,13118.0,1.9684142,1.89,-0.24412516,0.04,2023-10-20 23:30:00
